deal_id,customer_id,salesperson_id,deal_value,current_stage,status,created_date,closed_date,date_logic_error,deal_duration_days,customer_company,customer_contact,customer_email,customer_phone,customer_email_status,salesperson_name,salesperson_email,salesperson_role,salesperson_email_status,activity_count,last_activity_date,act_call,act_email,act_follow_up,act_meeting,act_note,act_unknown,email_count,last_email_date,positive_emails,negative_emails,engagement_score
D0458,C0262,U003,48020.53,Closed Lost,lost,2026-04-14,,False,,"Dennis, Long And Griffin",Kathy Walker,kathy.walker@yahoo.com,(822)451-7908x6416,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,0,,,,,,,,1,,0,1,1
D0459,C0303,U012,20360.43,Negotiation,,2026-10-02,,False,,"Young, White And Rose",William Coffey,william.coffey@hotmail.com,,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,,1.0,0.0,0.0,0.0,0.0,0.0,1,,0,1,3
D0460,C0035,U014,2567.62,Closed Lost,lost,,,False,,Alexander-Lopez,Todd Woods,todd.woods@gmail.com,(871)590-2294x1318,valid,Michele Williams,michele.williams@gmail.com,rep,valid,3,2026-02-26,0.0,1.0,0.0,0.0,1.0,1.0,1,,0,0,7
D0461,C0060,U003,83127.17,Closed Won,lost,2026-02-15,,False,,Reynolds Ltd,Robin Hawkins,robin.hawkins@COMPANY.COM,001-688-651-6560,placeholder,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,0.0,1.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0462,C0099,U006,20944.61,Proposal Sent,lost,,,False,,Stevens Plc,Hector Ingram,hector.ingram@hotmail.com,,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,1,2026-04-06,0,1,3
D0463,C0180,U008,24787.37,Closed Won,,,,False,,"Clark, Pearson And Palmer",Tracy Fleming,tracy.fleming@yahoo.com,(829)803-4944,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,3,2026-07-02,0.0,0.0,1.0,2.0,0.0,0.0,0,,0,0,6
D0464,C0317,U003,63106.16,Prospecting,open,2026-01-09,,False,,Howe Ltd,Stacie Butler,stacie.butler@yahoo.com,001-423-924-8763x290,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,0.0,0.0,0.0,0.0,0.0,1.0,0,,0,0,2
D0465,C0193,U010,26779.84,Negotiation,open,,,False,,"Holland, Murphy And Kline",Debra Quinn,,(352)416-6746x762,missing,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,4,,1.0,1.0,0.0,0.0,2.0,0.0,0,,0,0,8
D0466,C0400,U008,43074.57,Proposal Sent,won,,,False,,Barrett Plc,Albert Buchanan,albert.buchanan@COMPANY.COM,297.918.9569,placeholder,Gina Moore,gina.moore@yahoo.com,rep,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,2,2026-04-05,0,1,4
D0467,C0217,U002,72715.0,Closed Won,,,2026-06-06,False,,Cox-Smith,Victor Holden,victor.holden@hotmail.com,,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,0,,,,,,,,1,2026-04-23,0,0,1
D0468,C0445,U012,37461.87,Qualified,,2026-06-13,,False,,"Brown, Hardin And Mcneil",Melissa Walker,melissa.walker@yahoo.com,452.570.1713x02321,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,2,2026-03-01,0.0,0.0,0.0,1.0,0.0,1.0,0,,0,0,4
D0469,C0247,U011,49279.55,,closed,,,False,,Robinson-Fisher,Kathleen Watson,kathleen.watson@hotmail.com,9514204618,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,2,2026-03-01,1.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,4
D0470,C0132,U008,28260.31,Closed Won,lost,,,False,,Davis-Bowen,Austin Williams,austin.williams@hotmail.com,405-712-3828,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,1,2026-02-10,0,1,3
D0471,C0409,U012,9628.73,Prospecting,lost,,,False,,Davis Plc,Rhonda Walker,rhonda.walker@yahoo.com,(904)479-3036x149,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,,0.0,0.0,0.0,1.0,0.0,0.0,2,2026-04-27,1,1,4
D0472,C0123,U004,8592.64,Proposal Sent,won,2026-01-13,,False,,Kim Inc,Randy Friedman,randy.friedman@yahoo.com,001-350-647-7358x66296,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,4,2026-05-20,0.0,0.0,4.0,0.0,0.0,0.0,1,,0,0,9
D0473,C0271,U006,56423.61,Prospecting,,2026-07-05,,False,,Maxwell Inc,Alexander Odom,alexander.odomgmail.com,+1-949-499-3933x051,malformed,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,1,,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,0,3
D0474,C0352,U008,49124.52,Prospecting,lost,,,False,,Hart-Moore,Dennis Garza,dennis.garza@yahoo.com,+1-254-750-0902x559,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,1,2025-06-12,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,0,3
D0475,C0170,U008,52838.13,Closed Lost,lost,2026-04-04,,False,,"Spencer, Frost And Fernandez",Elizabeth Davis,elizabeth.davis@yahoo.com,001-687-920-5061,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,1,,0.0,0.0,0.0,0.0,1.0,0.0,0,,0,0,2
D0476,C0424,U014,,,won,2025-11-19,,False,,"Brooks, Neal And Baldwin",,derrick.morales.dvm@hotmail.com,+1-403-733-7363x4669,valid,Michele Williams,michele.williams@gmail.com,rep,valid,3,2026-12-02,2.0,0.0,1.0,0.0,0.0,0.0,1,2026-07-19,0,1,7
D0477,C0363,U014,7117.03,Prospecting,lost,2025-12-28,,False,,"Martinez, Camacho And Mathews",Theodore Long,theodore.long@yahoo.com,913-843-2756x0417,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,,1.0,0.0,0.0,1.0,0.0,0.0,2,,1,0,6
D0478,C0329,U014,68644.58,Negotiation,closed,2025-11-23,,False,,Rodriguez-Hernandez,Dan Crane,dan.crane@gmail.com,568-727-5670x4310,valid,Michele Williams,michele.williams@gmail.com,rep,valid,0,,,,,,,,1,,0,1,1
D0479,C0126,U010,57575.28,Closed Lost,,,,False,,Taylor Llc,Charles Jackson,,,missing,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,0,,,,,,,,1,,0,1,1
D0480,C0291,U008,23872.65,Proposal Sent,,,,False,,Cook-Gonzalez,Rhonda Miller,rhonda.miller@yahoo.com,001-521-571-7477,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,1,,0.0,0.0,0.0,0.0,0.0,1.0,2,,0,2,4
D0481,C0368,U011,18254.11,Prospecting,closed,,,False,,"Byrd, Barnes And Ortiz",Dylan Green,dylan.green@hotmail.com,835.897.1072x563,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,0,,,,,,,,1,2026-04-07,1,0,1
D0482,C0208,U006,,Prospecting,won,,,False,,"Reed, Allen And May",Dana Williams,,261-664-8408x58877,missing,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,3,,1.0,1.0,1.0,0.0,0.0,0.0,2,2025-11-08,0,1,8
D0483,C0057,U003,22006.48,Proposal Sent,open,,,False,,Harmon Plc,Arthur West,arthur.west@yahoo.com,891.878.3908x47007,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,0,,,,,,,,2,,0,1,2
D0484,C0214,U011,24271.45,Prospecting,won,,,False,,Mitchell Inc,Emily Hayes,emily.hayes@hotmail.com,+1-849-629-9556x20533,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,6,2026-07-24,2.0,2.0,1.0,0.0,0.0,1.0,2,2026-12-05,2,0,14
D0485,C0325,U014,66816.52,Prospecting,,,,False,,Ford-Taylor,Cathy Savage,cathy.savage@hotmail.com,,valid,Michele Williams,michele.williams@gmail.com,rep,valid,1,,0.0,0.0,0.0,1.0,0.0,0.0,1,,1,0,3
D0486,C0436,U002,56395.46,Closed Won,lost,2026-04-14,2026-07-11,False,88.0,Clark-Williams,Mark Lowe,mark.lowe@yahoo.com,(956)336-0041x2577,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,0,,0,0,2
D0487,C0372,U009,56962.13,Prospecting,closed,,,False,,Wilson-Woodard,Jeremy Zhang Md,jeremy.zhang.md@yahoo.com,512.215.1342x2849,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,2,,0.0,0.0,1.0,0.0,0.0,1.0,2,2026-05-18,2,0,6
D0488,C0445,U002,66061.44,Proposal Sent,open,2025-03-12,,False,,"Brown, Hardin And Mcneil",Melissa Walker,melissa.walker@yahoo.com,452.570.1713x02321,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,2
D0489,C0376,U004,10419.0,Closed Won,won,2026-01-03,2026-03-22,False,78.0,Wade-Collier,Katherine Mcclure,katherine.mcclure@yahoo.com,,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,4,2026-05-10,1.0,1.0,0.0,2.0,0.0,0.0,1,2026-07-29,1,0,9
D0490,C0028,U008,27926.91,,lost,,,False,,Combs Plc,Cameron Caldwell,cameron.caldwell@hotmail.com,674.352.9912,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,2,2026-01-06,0.0,0.0,1.0,1.0,0.0,0.0,2,,0,1,6
D0491,C0183,U008,55390.7,Closed Won,won,,,False,,Sullivan-Doyle,Wendy Cabrera,wendy.cabrera@yahoo.com,001-438-675-8428x2417,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,3,,2.0,1.0,0.0,0.0,0.0,0.0,1,2026-07-02,1,0,7
D0492,C0349,U013,33621.63,Proposal Sent,won,2026-03-10,,False,,Dixon-Hernandez,Bryan Burns,bryan.burns@gmail.com,+1-620-310-1702x6952,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,1,,0.0,1.0,0.0,0.0,0.0,0.0,1,,0,0,3
D0493,C0433,U008,78946.87,Closed Won,open,2025-11-30,,False,,Meyers-Ortega,Kenneth Collins,kenneth.collins@gmail.com,974.930.2716x93859,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,2,2026-05-11,1.0,0.0,1.0,0.0,0.0,0.0,1,,0,0,5
D0494,C0221,U011,24382.05,Negotiation,lost,2025-03-11,,False,,Clark-Martin,Alison Williams,alison.williams@hotmail.com,001-622-480-9202,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,1,2025-09-12,0.0,1.0,0.0,0.0,0.0,0.0,2,2026-02-09,1,1,4
D0495,C0424,U006,70337.47,Closed Won,open,,,False,,"Brooks, Neal And Baldwin",,derrick.morales.dvm@hotmail.com,+1-403-733-7363x4669,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,1,,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,2
D0496,C0369,U014,59550.04,,lost,2026-05-21,,False,,"Harper, Jones And Hawkins",Timothy Ruiz,timothy.ruiz@yahoo.com,+1-290-404-8964x652,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,,0.0,0.0,1.0,1.0,0.0,0.0,2,2026-10-06,1,0,6
D0497,C0002,U007,49580.08,Proposal Sent,won,2025-11-02,,False,,Underwood Llc,Austin Gentry,austin.gentry@hotmail.com,001-653-876-7242x388,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,0,,,,,,,,0,,0,0,0
D0498,C0400,U006,23266.77,Closed Lost,,,,False,,Barrett Plc,Albert Buchanan,albert.buchanan@COMPANY.COM,297.918.9569,placeholder,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,2,,1.0,0.0,0.0,1.0,0.0,0.0,1,2026-03-07,1,0,5
D0499,C0186,U003,20244.68,Closed Won,lost,,,False,,"White, Miller And Cook",Mrs. Amy Hayes,mrs.amy.hayes@gmail.com,001-229-227-1296x66676,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,3,,0.0,1.0,0.0,1.0,0.0,1.0,1,,0,1,7
D0500,C0232,U004,5656.88,Proposal Sent,open,2026-01-23,,False,,"Webb, Sanchez And Morgan",Melanie Mosley,melanie.mosley@gmail.com,614.516.3356x5880,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,0,,,,,,,,3,2026-06-06,1,1,3
D0501,C0186,U003,61501.72,Prospecting,open,,,False,,"White, Miller And Cook",Mrs. Amy Hayes,mrs.amy.hayes@gmail.com,001-229-227-1296x66676,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,0,,,,,,,,3,2026-06-21,0,2,3
D0502,C0249,U002,80495.37,Proposal Sent,won,2026-10-04,,False,,Maldonado-Collins,Mark Williams,mark.williams@hotmail.com,414.674.3503x13650,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,4,2026-06-28,0.0,0.0,2.0,2.0,0.0,0.0,0,,0,0,8
D0503,C0432,U004,17312.0,Proposal Sent,won,2026-06-12,2026-09-09,False,89.0,Wood Inc,Scott Jenkins,scott.jenkins@gmail.com,528-667-1632,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,0,,,,,,,,1,2026-04-06,0,0,1
D0504,C0118,U010,50172.41,Closed Lost,won,2026-01-07,,False,,Landry Ltd,Aaron Taylor,aaron.taylor@COMPANY.COM,+1-931-220-3875x0997,placeholder,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,2,2026-01-04,1.0,0.0,1.0,0.0,0.0,0.0,0,,0,0,4
D0505,C0350,U007,,Proposal Sent,lost,2026-06-18,,False,,Guerrero Plc,Rebecca Harris,rebecca.harris@hotmail.com,978.748.5880x0616,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,1,,0.0,0.0,0.0,0.0,1.0,0.0,1,,0,0,3
D0506,C0118,U008,22680.35,Closed Won,open,,,False,,Landry Ltd,Aaron Taylor,aaron.taylor@COMPANY.COM,+1-931-220-3875x0997,placeholder,Gina Moore,gina.moore@yahoo.com,rep,valid,0,,,,,,,,1,2025-11-30,1,0,1
D0507,C0449,U009,23234.35,Prospecting,open,2025-10-11,,False,,Burns-Davidson,Jennifer Williams,jennifer.williams@gmail.com,(592)536-4587x5066,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,4,2026-03-09,0.0,2.0,2.0,0.0,0.0,0.0,1,,1,0,9
D0508,C0160,U012,23243.9,Closed Lost,lost,,2026-10-03,False,,"Foster, Johnson And Vega",Daniel Lopez,daniel.lopez@yahoo.com,220.399.9347x687,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,,1.0,0.0,0.0,0.0,0.0,0.0,1,,1,0,3
D0509,C0378,U006,52679.79,Closed Won,won,,,False,,"Jones, Williams And Rodriguez",Brandon Guerrero,brandon.guerrero@hotmail.com,254-391-8017x226,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,7,2026-09-06,5.0,0.0,0.0,1.0,1.0,0.0,3,2026-02-12,2,1,17
D0510,C0159,U012,72728.31,Closed Lost,open,2026-06-14,,False,,"Mccoy, Newman And Aguilar",Robert Johnson,robert.johnson@gmail.com,472.815.1070,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,2026-09-06,1.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0511,C0115,U003,23228.7,Prospecting,,2026-05-05,,False,,Booth Llc,Terry Lewis,terry.lewis@gmail.com,001-717-639-3638x5467,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,0,,,,,,,,1,,0,1,1
D0512,C0180,U012,39722.94,,,2026-06-08,,False,,"Clark, Pearson And Palmer",Tracy Fleming,tracy.fleming@yahoo.com,(829)803-4944,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,2,,0.0,0.0,0.0,2.0,0.0,0.0,0,,0,0,4
D0513,C0047,U004,71218.63,Negotiation,open,,,False,,Carter Llc,David Jenkins,david.jenkins@hotmail.com,(422)519-6937,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,3,2026-05-04,1.0,0.0,1.0,0.0,1.0,0.0,1,,1,0,7
D0514,C0295,U004,65532.0,Prospecting,closed,2026-01-28,,False,,"Rodriguez, Cervantes And Wise",Johnny Keller,johnny.keller@gmail.com,829.902.2784,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,2,2026-01-02,0.0,1.0,1.0,0.0,0.0,0.0,0,,0,0,4
D0515,C0342,U002,25237.48,Negotiation,open,,,False,,Vazquez-Taylor,William Mills,william.mills@yahoo.com,(440)513-2234,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,1,2026-07-01,1,0,3
D0516,C0053,U014,3911.02,Negotiation,open,,,False,,"Turner, Ortiz And Taylor",Elizabeth Vasquez,elizabeth.vasquez@gmail.com,482.867.5869,valid,Michele Williams,michele.williams@gmail.com,rep,valid,4,2026-03-07,2.0,0.0,1.0,1.0,0.0,0.0,0,,0,0,8
D0517,C0135,U010,56290.43,Prospecting,lost,,,False,,Bruce-Williamson,Michele Evans,michele.evansgmail.com,+1-891-825-1341x252,malformed,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,2,2026-07-04,1.0,0.0,0.0,0.0,0.0,1.0,0,,0,0,4
D0518,C0405,U011,63607.3,Negotiation,lost,2026-03-01,,False,,Hess Plc,William Smith,william.smith@yahoo.com,394-665-3984x028,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,2,2026-02-01,1.0,0.0,0.0,0.0,1.0,0.0,3,2025-11-02,1,2,7
D0519,C0120,U013,72671.0,Closed Won,open,,,False,,Adams-Sanders,Jared Cunningham,jared.cunningham@hotmail.com,941.201.6668,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,5,,0.0,1.0,3.0,0.0,0.0,1.0,1,,0,1,11
D0520,C0060,U005,76961.81,Closed Lost,lost,2026-06-24,2026-08-05,False,42.0,Reynolds Ltd,Robin Hawkins,robin.hawkins@COMPANY.COM,001-688-651-6560,placeholder,Cristian Santos,cristian.santos@gmail.com,unknown,valid,5,2026-06-05,0.0,1.0,0.0,1.0,2.0,1.0,1,,0,1,11
D0521,C0100,U008,23918.03,Closed Lost,lost,,2026-03-25,False,,Castro-Michael,Donna Berry,donna.berry@hotmail.com,(565)624-0415x7473,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,0,,,,,,,,0,,0,0,0
D0522,C0093,U007,4876.58,Closed Won,open,2026-04-14,,False,,Peck-Griffith,Christopher Ferrell,christopher.ferrellgmail.com,774.270.1687x339,malformed,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,2026-09-06,0.0,1.0,0.0,0.0,0.0,1.0,0,,0,0,4
D0523,C0361,U003,55543.32,Closed Lost,closed,2026-05-21,,False,,Young Inc,Emily Collier,emily.collier@hotmail.com,(236)932-1234x7649,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,3,2026-10-07,1.0,1.0,0.0,1.0,0.0,0.0,0,,0,0,6
D0524,C0151,U003,,Qualified,won,,,False,,Rogers Group,Austin Joseph,austin.joseph@hotmail.com,+1-317-378-5079x2524,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,0.0,0.0,1.0,0.0,0.0,0.0,2,2026-05-06,0,2,4
D0525,C0023,U009,36980.28,Prospecting,closed,,,False,,Solis Ltd,Kristin Stewart,kristin.stewart@yahoo.com,+1-986-587-2774x348,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,1,2026-06-10,1.0,0.0,0.0,0.0,0.0,0.0,1,2026-12-02,1,0,3
D0526,C0179,U005,2858.44,Prospecting,closed,2026-01-10,,False,,"Leblanc, Maldonado And Allen",Jeremy Horne Md,jeremy.horne.md@hotmail.com,(552)541-4060x293,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,1,,1,0,3
D0527,C0023,U002,50531.9,Closed Won,won,,2026-10-04,False,,Solis Ltd,Kristin Stewart,kristin.stewart@yahoo.com,+1-986-587-2774x348,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,2,2025-11-11,0.0,0.0,0.0,0.0,2.0,0.0,2,2026-06-13,1,1,6
D0528,C0439,U013,8031.41,Qualified,won,2026-01-03,,False,,Kerr-Gonzalez,Alexis Smith,,313.712.2068,missing,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,0,,,,,,,,0,,0,0,0
D0529,C0003,U007,15839.9,Prospecting,open,,,False,,"Ross, Robinson And Bright",,ann.williams@gmail.com,(626)291-6697,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,2025-11-26,1.0,0.0,0.0,0.0,1.0,0.0,3,2026-02-17,2,0,7
D0530,C0153,U010,8817.53,Closed Won,lost,2026-04-03,,False,,"Watson, Shaw And Winters",Robert Jarvis,robert.jarvis@yahoo.com,774-545-1870,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,2,2025-11-18,0.0,0.0,0.0,0.0,0.0,2.0,1,2025-11-15,1,0,5
D0531,C0433,U001,55660.04,Proposal Sent,,,,False,,Meyers-Ortega,Kenneth Collins,kenneth.collins@gmail.com,974.930.2716x93859,valid,Allison Hill,allison.hillgmail.com,manager,malformed,1,,0.0,0.0,1.0,0.0,0.0,0.0,1,2026-06-08,1,0,3
D0532,C0152,U013,36726.92,Closed Lost,open,,,False,,Yang Inc,Scott Sanchez,scott.sanchez@yahoo.com,(662)320-8635x365,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,4,2026-12-03,1.0,3.0,0.0,0.0,0.0,0.0,0,,0,0,8
D0533,C0010,U014,26118.42,Closed Lost,won,,,False,,Baker-Bowers,Jay Bernard,jay.bernard@hotmail.com,+1-972-434-3098x05009,valid,Michele Williams,michele.williams@gmail.com,rep,valid,1,2025-11-23,1.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0534,C0318,U014,63046.04,Closed Won,lost,,,False,,"Clements, Burton And Patton",Aaron Young,aaron.young@gmail.com,919.958.8373x40312,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,,0.0,0.0,2.0,0.0,0.0,0.0,0,,0,0,4
D0535,C0202,U008,20864.13,Closed Lost,,,,False,,"Doyle, Spencer And Robinson",Miguel Parks,miguel.parks@hotmail.com,,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,0,,,,,,,,0,,0,0,0
D0536,C0279,U002,11264.55,Proposal Sent,lost,2026-05-06,,False,,"Ramirez, Fuller And Wilkins",Cody Brown,cody.brown@yahoo.com,3208994510,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,2,,0.0,0.0,0.0,1.0,1.0,0.0,0,,0,0,4
D0537,C0080,U005,30211.0,Proposal Sent,,,,False,,Kramer-Cooper,Lori Ingram,lori.ingram@hotmail.com,001-252-605-8527x72217,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,0,,,,,,,,0,,0,0,0
D0538,C0430,U014,61870.08,Closed Lost,open,,,False,,"Johnson, Floyd And Weeks",Troy Rivera,troy.rivera@hotmail.com,+1-399-766-3618x637,valid,Michele Williams,michele.williams@gmail.com,rep,valid,4,2026-04-29,1.0,1.0,0.0,1.0,0.0,1.0,4,2026-02-15,0,1,12
D0539,C0314,U004,57199.21,Negotiation,open,,,False,,"Banks, Smith And Chen",Samantha Davis,samantha.davis@hotmail.com,,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,7,2026-07-01,1.0,2.0,1.0,1.0,2.0,0.0,2,2026-07-13,0,1,16
D0540,C0401,U007,18987.65,Closed Lost,won,,,False,,Morgan And Sons,Scott Stewart,scott.stewart@yahoo.com,311-482-4224,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,3,2026-02-10,1.0,0.0,2.0,0.0,0.0,0.0,1,2026-06-21,0,0,7
D0541,C0342,U003,4169.5,Qualified,closed,,,False,,Vazquez-Taylor,William Mills,william.mills@yahoo.com,(440)513-2234,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,3,2026-04-20,0.0,0.0,0.0,0.0,3.0,0.0,0,,0,0,6
D0542,C0283,U004,67037.96,Closed Lost,won,,,False,,Williams-Bailey,Christy Davidson,christy.davidson@hotmail.com,241-444-8850x1556,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,5,2025-11-01,1.0,1.0,1.0,1.0,0.0,1.0,1,,1,0,11
D0543,C0430,U012,60484.81,Closed Lost,open,2026-12-01,,False,,"Johnson, Floyd And Weeks",Troy Rivera,troy.rivera@hotmail.com,+1-399-766-3618x637,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,2026-10-07,0.0,1.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0544,C0382,U002,70271.45,Prospecting,open,2025-11-26,,False,,Martin And Sons,,jill.washington@gmail.com,893.934.9605x016,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,,1.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0545,C0183,U003,65124.05,Negotiation,,2026-01-24,,False,,Sullivan-Doyle,Wendy Cabrera,wendy.cabrera@yahoo.com,001-438-675-8428x2417,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,2026-07-04,1.0,0.0,0.0,0.0,1.0,0.0,0,,0,0,4
D0546,C0169,U014,72357.69,Qualified,open,2026-04-25,,False,,Peterson Group,Benjamin Mcmahon,benjamin.mcmahon@gmail.com,599-870-6296x20153,valid,Michele Williams,michele.williams@gmail.com,rep,valid,4,2026-06-13,1.0,0.0,2.0,1.0,0.0,0.0,1,,0,0,9
D0547,C0409,U008,,Negotiation,won,2026-06-02,,False,,Davis Plc,Rhonda Walker,rhonda.walker@yahoo.com,(904)479-3036x149,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,2,2026-08-07,1.0,0.0,1.0,0.0,0.0,0.0,2,2026-05-02,2,0,6
D0548,C0075,U013,13022.53,Closed Lost,lost,2025-02-11,2025-12-04,False,296.0,Mckee-Lee,,laura.alexander@yahoo.com,001-368-386-2392x40758,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,2,2026-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1,,1,0,5
D0549,C0401,U011,13656.29,Closed Won,open,2026-02-13,,False,,Morgan And Sons,Scott Stewart,scott.stewart@yahoo.com,311-482-4224,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,1,2026-10-01,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,0,3
D0550,C0203,U013,34337.73,Qualified,lost,2025-12-18,,False,,Stokes-Mills,Charles Santiago,charles.santiago@gmail.com,324-542-0438x057,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,2,2026-02-17,1.0,0.0,0.0,0.0,0.0,1.0,0,,0,0,4
D0551,C0319,U012,35067.24,Closed Lost,won,,2026-04-05,False,,Moore Inc,Jackson Clark,jackson.clark@yahoo.com,597-901-0822x07811,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,2,,2.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,4
D0552,C0174,U001,52468.49,Proposal Sent,closed,2026-06-07,,False,,Stokes And Sons,Blake Vega,blake.vega@gmail.com,+1-929-245-1168x6854,valid,Allison Hill,allison.hillgmail.com,manager,malformed,3,,2.0,0.0,0.0,0.0,0.0,1.0,0,,0,0,6
D0553,C0315,U013,35276.0,Closed Lost,lost,2026-02-08,,False,,Rogers-Huff,Jennifer Martinez,jennifer.martinez@hotmail.com,001-382-353-0925,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,0,,,,,,,,0,,0,0,0
